iter	RMSE
355	0.2192746878
356	0.2192564239
357	0.219238346
358	0.2192315271
359	0.2192189938
360	0.2192078533
361	0.2191896843
362	0.2191553587
363	0.2191224486
364	0.2191075901
365	0.2190941717
366	0.2190711267
367	0.2190599452
368	0.2190347913
369	0.2190259881
370	0.2190076565
371	0.2189933536
372	0.2189782919
373	0.218966958
374	0.2189514988
375	0.218935019
376	0.2189166395
377	0.2189002174
378	0.2188864039
379	0.2188692415
380	0.2188471457
381	0.2188191823
382	0.218807894
383	0.2187965379
384	0.2187840334
385	0.218768756
386	0.2187440319
387	0.2187246762
388	0.2187007999
389	0.2186888876
390	0.2186751347
391	0.2186615823
392	0.2186544095
393	0.2186413731
394	0.2186307875
395	0.2185963943
396	0.2185847854
397	0.2185661682
398	0.218535911
399	0.2185280487
400	0.2185091981
401	0.2185005619
402	0.218480069
403	0.2184676741
404	0.2184496654
405	0.2184366032
406	0.218409616
407	0.21837619
408	0.2183583284
409	0.2183465319
410	0.2183323067
411	0.218319399
412	0.2183048693
413	0.2182866588
414	0.2182761906
415	0.2182600904
416	0.2182452876
417	0.2182344406
418	0.2182232094
419	0.2182019905
420	0.2181883751
421	0.2181787906
422	0.2181657325
423	0.2181460361
424	0.2181363555
425	0.2181270582
426	0.2181113375
427	0.2181040995
428	0.218088761
429	0.2180780139
430	0.2180707411
431	0.2180546257
432	0.2180355457
433	0.2180266887
434	0.2180017389
435	0.2179871679
436	0.217972771
437	0.2179615466
438	0.2179542565
439	0.2179402685
440	0.2179234224
441	0.2179058809
442	0.2178871585
443	0.2178785583
444	0.2178686434
445	0.2178575148
446	0.2178304355
447	0.2178113763
448	0.2178012763
449	0.217790805
450	0.2177859973
451	0.2177649381
452	0.2177519091
453	0.2177381171
454	0.2177231237
455	0.2177128308
456	0.2177003046
457	0.2176919196
458	0.2176763159
459	0.2176632613
460	0.2176320756
461	0.2176182356
462	0.2175946428
463	0.2175794843
464	0.2175667749
465	0.2175539568
466	0.2175430213
467	0.2175365475
468	0.2175276499
469	0.2175051275
470	0.2174878899
471	0.2174799357
472	0.2174675649
473	0.2174549435
474	0.2174486764
475	0.2174313735
476	0.2174232686
477	0.217400553
478	0.2173868537
479	0.2173732345
480	0.2173570877
481	0.217345845
482	0.2173355747
483	0.2173236687
484	0.2173083358
485	0.2172994289
486	0.2172827426
487	0.2172711041
488	0.2172587687
489	0.2172430527
490	0.2172371446
491	0.2172212986
492	0.2172106303
493	0.2171991502
494	0.2171873651
495	0.2171788387
496	0.2171586538
497	0.2171419634
498	0.2171181769
499	0.217111643
500	0.2170962141
501	0.2170811019
502	0.2170582491
503	0.2170512737
504	0.2170411857
505	0.217022903
506	0.2170117512
507	0.2169962881
508	0.2169841604
509	0.2169718561
510	0.2169608168
511	0.2169527349
512	0.2169365771
513	0.2169243445
514	0.2169124836
515	0.2169043526
516	0.2168782039
517	0.2168688324
518	0.2168514223
519	0.2168398012
520	0.2168286739
521	0.2168140511
522	0.2168043991
523	0.216790364
524	0.216775217
525	0.2167609497
526	0.2167494796
527	0.2167367418
528	0.2167227837
529	0.216714117
530	0.2166996084
531	0.2166812155
532	0.2166675791
533	0.216656016
534	0.2166394429
535	0.2166256276
536	0.2166111605
537	0.2165989706
538	0.2165803048
539	0.2165719985
540	0.2165592164
541	0.2165490241
542	0.2165367629
543	0.2165285228
544	0.2165233819
545	0.2165115669
546	0.2165024711
547	0.2164896917
548	0.2164764028
549	0.2164512405
550	0.2164410499
551	0.2164299563
552	0.2164179191
553	0.2164083444
554	0.2164000587
555	0.2163913926
556	0.216378247
557	0.2163684941
558	0.2163586865
559	0.2163556864
560	0.2163443238
561	0.2163283174
562	0.2163154802
563	0.2163043123
564	0.2162945494
565	0.2162866599
566	0.2162774596
567	0.2162707103
568	0.2162569665
569	0.2162416531
570	0.2162293405
571	0.2162153903
572	0.2162029607
573	0.2161926633
574	0.2161790029
575	0.2161690576
576	0.2161569379
577	0.2161413049
578	0.216131222
579	0.2161192632
580	0.2161103548
581	0.2160968319
582	0.2160836207
583	0.2160742963
584	0.2160691446
585	0.2160572232
586	0.2160479452
587	0.2160372937
588	0.2160184094
589	0.2160005636
590	0.2159919019
591	0.2159651667
592	0.2159572244
593	0.2159484386
594	0.2159390879
595	0.2159235616
596	0.2159148152
597	0.215907041
598	0.2158974029
599	0.215889567
600	0.2158811933
601	0.2158639076
602	0.215846083
603	0.2158317475
604	0.2158193979
605	0.2158080819
606	0.2158014744
607	0.2157925665
608	0.2157799288
609	0.2157591842
610	0.2157464969
611	0.2157403096
612	0.2157333596
613	0.2157253203
614	0.2157158238
615	0.2157042709
616	0.215695005
617	0.2156892859
618	0.2156801964
619	0.2156684645
620	0.2156593605
621	0.2156493095
622	0.2156387133
623	0.21562544
624	0.2156168246
625	0.2156041425
626	0.2155887964
627	0.2155814464
628	0.215571351
629	0.2155510769
630	0.2155439914
631	0.2155337102
632	0.2155237487
633	0.2155136574
634	0.2155044787
635	0.2154924647
636	0.2154816017
637	0.2154655585
638	0.2154576182
639	0.215447701
640	0.215440169
641	0.2154255133
642	0.2154144221
643	0.2154086615
644	0.2153909969
645	0.2153845403
646	0.2153730923
647	0.2153532428
648	0.2153390858
649	0.2153338756
650	0.2153274786
651	0.215317037
652	0.2153103122
653	0.2153043032
654	0.2152954498
655	0.2152869439
656	0.2152749996
657	0.2152700949
658	0.215247732
659	0.2152414552
660	0.2152374912
661	0.2152258512
662	0.2152202835
663	0.2152110104
664	0.215203088
665	0.21519277
666	0.2151776402
667	0.215161977
668	0.2151567079
669	0.2151526263
670	0.2151407565
671	0.2151216296
672	0.215113663
673	0.2151001252
674	0.2150880203
675	0.2150730675
676	0.2150668812
677	0.2150481643
678	0.2150335161
679	0.2150237637
680	0.2150096601
681	0.2149969491
682	0.2149836362
683	0.2149689221
684	0.2149587568
685	0.2149457832
686	0.2149354597
687	0.2149222455
688	0.2149123582
689	0.2149019443
690	0.2148969217
691	0.214881115
692	0.2148781558
693	0.2148706585
694	0.2148463744
695	0.2148403388
696	0.2148320132
697	0.2148208502
698	0.2148043611
699	0.2147978048
700	0.2147839257
701	0.2147757688
702	0.2147666132
703	0.2147568966
704	0.2147463589
705	0.2147366892
706	0.2147222727
707	0.2147080947
708	0.214700742
709	0.2146914738
710	0.2146685444
711	0.214662668
712	0.2146551838
713	0.2146451816
714	0.2146341868
715	0.2146274474
716	0.2146218025
717	0.2146109639
718	0.2146053392
719	0.2145927
720	0.2145776032
721	0.2145642437
722	0.2145514994
723	0.2145444836
724	0.2145367214
725	0.214530465
726	0.2145233526
727	0.214516151
728	0.2144961537
729	0.2144876983
730	0.2144782086
731	0.2144705742
732	0.2144502234
733	0.2144388009
734	0.214432747
735	0.2144228303
736	0.2144142829
737	0.2144027489
738	0.2143967968
739	0.2143912691
740	0.2143802134
741	0.2143760211
742	0.2143570863
743	0.2143407465
744	0.2143314422
745	0.2143238025
746	0.2143102285
747	0.2143019987
748	0.2142954955
749	0.2142853258
750	0.2142811042
751	0.2142711736
752	0.2142639567
753	0.2142444362
754	0.2142360943
755	0.2142226518
756	0.214216393
757	0.2142096061
758	0.2142004538
759	0.2141910474
760	0.2141815378
761	0.2141679548
762	0.2141521697
763	0.2141378991
764	0.2141299644
765	0.2141185934
766	0.2141108021
767	0.2140958016
768	0.2140899918
769	0.2140768969
770	0.2140700233
771	0.2140573114
772	0.2140499157
773	0.2140365782
774	0.214025511
775	0.2140207834
776	0.214009441
777	0.2139969656
778	0.2139893483
779	0.2139762541
780	0.213967984
781	0.2139576957
782	0.2139425403
783	0.2139343445
784	0.2139270269
785	0.2139183431
786	0.2139147802
787	0.2139077984
788	0.2138911222
789	0.2138851489
790	0.2138790725
791	0.2138635133
792	0.2138600044
793	0.2138531994
794	0.2138440593
795	0.2138392109
796	0.2138285181
797	0.2138192739
798	0.2138127835
799	0.2137998159
800	0.2137931669
801	0.2137859957
802	0.2137692207
803	0.2137612036
804	0.213751771
805	0.2137398921
806	0.2137302937
807	0.2137225157
808	0.2137157819
809	0.2137007468
810	0.2136977025
811	0.2136894354
812	0.2136817659
813	0.2136693607
814	0.2136604877
815	0.213653147
816	0.2136460399
817	0.2136370559
818	0.2136299825
819	0.2136177187
820	0.2136106791
821	0.2136031717
822	0.2135938147
823	0.2135885
824	0.2135800843
825	0.2135664149
826	0.2135615327
827	0.2135554471
828	0.2135502759
829	0.2135397405
830	0.2135295141
831	0.2135243492
832	0.2135173959
833	0.2135090255
834	0.2134998707
835	0.2134921943
836	0.2134869322
837	0.2134795168
838	0.2134674851
839	0.2134590921
840	0.2134516276
841	0.2134456558
842	0.2134408259
843	0.2134316613
844	0.2134227371
845	0.213411989
846	0.2134057477
847	0.2134028093
848	0.2133957213
849	0.2133908146
850	0.2133783788
851	0.2133695074
852	0.2133639532
853	0.2133543722
854	0.2133454172
855	0.2133372742
856	0.2133259091
857	0.213314867
858	0.2133060412
859	0.2132999414
860	0.2132935935
861	0.2132750928
862	0.213265198
863	0.2132480239
864	0.21323715
865	0.2132291956
866	0.2132223015
867	0.2132165506
868	0.2132065911
869	0.2131978159
870	0.213193745
871	0.2131836329
872	0.2131741541
873	0.2131682365
874	0.2131631799
875	0.2131579509
876	0.2131350771
877	0.2131231982
878	0.2131167555
879	0.2131057715
880	0.2130979914
881	0.2130882055
882	0.2130796253
883	0.2130725679
884	0.2130675642
885	0.21306021
886	0.213053276
887	0.2130449357
888	0.2130390903
889	0.2130306115
890	0.2130232423
891	0.2130122052
892	0.2130059728
893	0.21299852
894	0.2129941971
895	0.2129838273
896	0.2129799454
897	0.212973788
898	0.2129581282
899	0.2129481911
900	0.2129406948
901	0.2129349225
902	0.21292895
903	0.2129241084
904	0.2129162596
905	0.2129057825
906	0.2128993333
907	0.2128869446
908	0.2128816744
909	0.212878101
910	0.2128717406
911	0.2128566597
912	0.212849243
913	0.2128405911
914	0.2128295928
915	0.212810617
916	0.2128002452
917	0.2127923573
918	0.2127824193
919	0.2127742133
920	0.2127692508
921	0.2127645575
922	0.2127556398
923	0.2127499314
924	0.2127394186
925	0.2127306103
926	0.2127243283
927	0.2127181014
928	0.2127077664
929	0.2126945105
930	0.212682172
931	0.2126743971
932	0.2126661662
933	0.2126575966
934	0.2126452076
935	0.2126380806
936	0.2126309118
937	0.2126192327
938	0.2126135967
939	0.2126053979
940	0.2125995543
941	0.212593752
942	0.2125845716
943	0.212576572
944	0.2125725169
945	0.2125668589
946	0.2125601713
947	0.212548668
948	0.2125399485
949	0.2125290591
950	0.212511017
951	0.2125062696
952	0.2125022822
953	0.2124916396
954	0.2124843415
955	0.212477285
956	0.2124687424
957	0.2124635101
958	0.2124514209
959	0.2124491814
960	0.2124425178
961	0.2124322524
962	0.2124233553
963	0.2124177279
964	0.2124102268
965	0.212399946
966	0.2123956109
967	0.2123855645
968	0.2123796319
969	0.2123720257
970	0.2123652283
971	0.2123560311
972	0.2123442885
973	0.2123296404
974	0.2123221085
975	0.2123077633
976	0.2123002928
977	0.2122890452
978	0.2122831583
979	0.2122773819
980	0.2122686236
981	0.212261982
982	0.2122494455
983	0.2122458061
984	0.2122371296
985	0.2122299819
986	0.212222661
987	0.2122161148
988	0.21220761
989	0.2121971741
990	0.2121886755
991	0.2121756432
992	0.2121687011
993	0.2121633369
994	0.2121580695
995	0.2121519436
996	0.2121445923
997	0.2121371576
998	0.2121342017
999	0.2121263098
